0.52	-2.54	1.34	-0.15	0.02	0.71
4.6	-0.62	4.85	-1.95	3.37	-5.09
0.62	-1.89	-2.19	2.6	-2.16	4.92
-3.29	-2.81	2.68	0.42	0.9	3.73
-4.85	-3.91	1.6	-0.26	0.02	2.16
-1.3	-2.33	2.62	-1.07	0.62	3.59
-5.68	-2.9	5.41	-1.58	2.6	6.36
-2.94	-6.17	0.41	1.95	-1.57	7.14
-1.57	-2.48	1.2	-0.21	0.11	4.3
5.05	7.26	-5.31	-0.05	-3.28	-11.57
-3.82	-1.84	1.24	-1.31	1.3	3.46
4.75	3.6	2.01	-2.33	1.77	-7
-0.83	-0.38	1.94	-1.9	2.71	6.87
-12.75	-7.28	3.87	-2.63	1.73	8.66
0.61	-4.69	3.85	-2.78	2.48	10.38
-0.17	10.41	6.02	-3.07	4.42	-8.85
-0.47	0.06	2.81	-1.87	2.63	0.32
-2.81	2.65	-0.32	2.8	0.44	-1.05
-5.29	-0.7	0.85	2.87	2.09	2.11
-4.68	-3.07	-2.02	4.95	-0.42	-0.39
-2.83	0	0.77	0.57	2.94	2.31
-8.05	1.92	5.16	-3.25	4.6	3.11
-9.35	0.26	2.64	-0.28	2.59	3
-11.77	1.48	5.58	-4.44	5.91	4.24
16.1	-6.82	-9.87	-0.21	-2.86	-0.54
-4.51	-1.48	-0.2	-3.37	2.92	2.13
-3.45	-4.35	0.11	-0.68	3.25	2.92
13.66	12.91	8.28	-0.78	-0.9	-13.82
5.56	-0.65	-4.44	1.16	-2.1	-0.61
2.66	4	2.38	1.26	-1.33	-2.04
4.23	-0.71	-1.14	1.41	-1.34	1.38
5.19	2.89	-4.1	-0.98	-0.6	-0.58
4.83	1.43	1.38	-2.66	1.06	0.04
-6.59	3.44	1.69	0.46	1.22	0.42
-2.85	-2.84	-0.95	1.11	-0.93	-0.1
-4.26	0.05	0.39	0.53	0.55	0.41
5.31	-4.23	0.28	-0.49	2.26	-0.16
2.64	-1.09	2.03	-0.68	1.75	-0.45
-1.6	-0.05	1.69	-0.09	0.57	-0.11
12.16	6.34	8.63	-1.79	2.28	4.45
0.32	7.99	5.87	-2.64	3.87	0.38
2.32	-1.38	-0.12	-0.33	0.96	0.15
-1.49	0.08	-0.16	0.4	-1.1	0.59
-1.34	-1.1	-1.36	2.46	-1.41	-1.12
4.05	-1.07	0.71	-0.68	1.02	-0.42
-1.07	0.63	1.73	-1.05	0.28	-0.13
-0.56	-1.98	0.81	-0.42	-0.55	-0.85
2.07	0.1	-0.29	0.98	-1.15	0.22
-2.42	0.13	-0.18	-0.19	-0.37	-0.44
0.36	2.66	1.51	-1.41	0.09	2.91
5.65	3.64	2.27	-0.61	2.28	0.73
-4.05	5.9	4.27	-0.51	1.97	4
-1.94	1.07	0.47	-0.16	-0.22	0.36
-1.37	1.31	1.09	-0.3	-0.06	0.55
0.15	0.61	3.38	-2.01	1.14	4.21
-1.45	1.31	0.85	0.33	0.19	2.03
4.71	2.08	-0.74	0.91	-1.2	1.66
-1.69	1.88	-0.56	0.73	0.09	0.32
-1.75	0.86	-2.7	0.98	-0.66	-1.7
-0.27	1.43	-0.52	1.43	-0.84	2
-4.38	1.48	1.75	-0.2	-0.3	-0.08
4	3.64	0.26	-0.13	0.73	2.01
0.27	1.59	-0.29	0.92	-0.69	1.58
-6.01	2.72	3.36	-1.72	1.52	-0.66
-1.38	3.7	0.83	0.3	1.01	1.97
2.85	3.71	1.18	-0.59	1.89	1.37
7.88	-0.26	-3.54	2.81	-1.26	0.86
1.76	4.58	-0.52	0.22	0.41	2.83
-1.69	1.56	0.57	-1.4	-0.07	2.74
5.11	0.12	-1.15	1.55	-0.78	4.17
3.75	4.95	-0.51	1.43	0.46	2.83
-1.43	-0.32	1.89	-0.67	1.78	-3.14
-11.91	-10.02	1.38	0.12	0.94	-8.46
2.71	2.81	-2.15	1.13	-1.17	5.45
0.88	1.13	-2.13	2.01	-1.32	3.03
4.23	3.78	2.19	-2.47	1.52	-1.36
-3.56	0.54	1.17	-1.12	0.94	-1.06
5.68	3.24	-0.71	0.53	0.32	2.93
-0.06	2.37	1.12	1.08	0.17	0.81
-2.21	0.18	1.31	-1.54	-0.27	-0.54
3.85	1	1.44	-1.66	-0.52	0.84
0.82	1.27	1.86	-0.29	0.71	-1.07
5.53	1.92	-1.58	1.62	-1.48	-0.2
-0.82	-0.32	-0.9	1.01	0.32	5.28
-8.1	-3.5	-1.84	1.01	0.07	2.01
5.21	2.53	-3.29	0.06	-2.12	8.14
1.79	4.32	-2.1	-0.7	-0.92	4.78
5.51	1.83	1.75	-1.7	1.64	7.55
-1.22	-1.57	0.61	0.04	2.68	7.88
-12.9	-6.93	-1.01	1.46	-1.19	-9.55
3.97	1.05	1.06	-2.1	0.29	-0.43
5.26	2.11	0.38	0.34	-0.31	-1.12
3.06	1.41	-0.76	-0.15	-1.26	1.62
6.49	3.82	-6.41	4.06	-2.43	0.39
1.8	4.25	-2.6	2.06	-0.86	3.21
2.19	0.67	-4.59	1.91	-2.76	5.39
1.06	2.33	-2.76	1.65	-1.15	7.3
9.59	-3.31	-8.33	4.5	-5.66	15.22
-4.52	-0.29	2.79	-1.29	1.24	-6.68
-5.04	3.29	6.72	-3.51	4.33	-7.95
0.57	-0.5	1.02	0.21	2.22	-1.35
3.56	3.02	0.64	-2.24	-0.54	0.74
-2.11	4.59	2.28	0.83	1.24	-0.91
0.11	2.45	-0.42	0.3	-1.53	3.7
-2.36	-0.96	5.13	-1.37	2.66	-5.81
-1.54	-2.05	-0.5	1.26	-2.54	-2.45
-7.04	-1.81	4.76	-0.32	1.41	-1.15
-7.17	-2.45	5.17	0.08	2.63	1.95
4.92	2.37	-4.21	3.15	-3.01	4.01
3.36	-1.51	1.83	0.08	0.95	-0.27
-3.65	1.2	0.81	0.22	2.5	1.3
-3.24	-1.14	3.19	-1.49	1.92	1.72
-5.86	0.35	6.05	-3.48	4.56	4.88
-1.87	-0.05	3.81	-1.38	2.49	2.96
3.27	1.09	-2.7	1.57	-0.01	-0.4
-3.99	0.64	1.75	0.87	-0.3	2.5
-3.09	-0.52	1.53	0.01	2.72	4.96
-3.19	0.95	0.09	1.04	1.55	4.45
11.14	-4.35	0.95	-1.89	0.09	-3.52
1.29	2.61	0.28	2.14	-0.04	4.19
11.3	1.92	-3.66	0.29	-0.34	0.18
4.67	4.43	-1.87	-0.97	0.27	5.95
0.55	-0.04	-0.02	-0.01	1.02	0.04
3.6	3.35	-0.75	-1.55	-0.58	-1.73
2.59	2.92	0.7	-0.52	1.05	3.77
2.82	1.37	2.02	-0.17	2.74	0.92
6.67	0.48	0.49	-0.11	1.42	1.72
0.52	6.3	-1.4	-1.84	-1.51	-1.56
3.07	1.18	-3.9	2.6	-0.87	1.8
-4.07	1.01	5.62	-0.14	2.81	-3.13
-0.5	-4.32	5.54	0.51	1.9	-5.65
0.91	0.3	1.01	1.24	0.5	-0.03
-3.44	-3.77	4.97	-0.77	2.96	-4.52
2.16	1.87	-0.72	-0.67	0.66	-0.13
-1.78	-0.45	1.73	1.64	1.27	0.84
-1.92	-0.04	7.58	-0.89	2.92	-2.56
-4.82	-1.59	3.33	0.9	1.58	0.22
0.63	-0.29	0.46	-0.96	1.17	1.07
-0.51	-0.95	1.2	3.34	0.76	2.07
-5.97	0.13	0.31	2.36	-0.46	1.51
1.82	0.11	-2.66	3.17	-1.56	-0.7
-2.74	-2.22	0.36	3.55	-2.15	2.85
10.28	-0.26	-1.82	-0.68	-0.92	-5.59
-0.8	-0.03	5.28	1.37	2.41	3.62
-0.84	-1.44	0.45	1.18	-1.09	3.16
-1.76	-1.02	4.06	0.72	2.06	1.64
1.84	-0.65	-0.26	1.31	-1.36	1.49
7.99	3.51	-5.35	-0.89	-3.41	-6.82
1.22	1.04	-0.1	1.29	1.06	1.88
-0.84	-1.39	4.07	1.23	2.88	1.58
-0.96	-0.1	3.72	1.55	0.71	3.04
5.09	-2.31	-0.96	1.33	-1.49	3.99
1.27	0.35	0.38	1.76	-0.77	3.57
-0.74	2.87	-1.62	-0.42	-0.38	-3.91
-1.02	-0.29	2.32	-0.1	1.83	1.85
-4.54	-1.8	1.29	1.14	1.64	1.51
4.02	-1.5	0.75	0.89	-1.06	4.88
6.48	0.02	-2.85	0.33	-2.32	-0.47
3.88	-0.41	-1.54	0.99	-1.8	-0.23
0.65	1.01	0.44	-2	-2.03	3
7.13	-0.71	-0.72	1.06	-1.2	2.76
4.88	-0.66	-0.39	1.21	0.92	2.41
-1.31	2.84	-2.87	2.91	0.03	-0.37
4.62	-1.29	-0.21	2.13	1.08	2.05
1.03	-0.89	1.28	1.8	0.87	5.07
-6.45	-3.46	4.7	-0.54	0.84	1.83
6.07	-4.35	3.51	-1.66	3.21	-5.28
-8.6	2.05	3.22	-0.08	3.71	-5.79
4.66	-2.33	-1.42	-0.05	1	4.46
1.17	-1.88	-0.07	1.09	0.67	-0.26
-3.27	0.12	0.36	0.79	0.09	0.35
12.47	-1.54	-3.16	0.17	-1	2.2
4.39	3.4	-5.91	-0.76	-2.66	-2.07
1.64	0.28	1.61	1.36	4.14	1.68
-2.11	-1.54	-0.39	-0.49	1.05	0.22
0.11	-0.56	0.23	0.51	1.14	-0.74
3.94	-2.21	1.04	1.7	0.84	-0.25
3.85	-1.14	0.68	-0.61	1.61	2.72
3.52	-0.94	-0.93	2.04	-1.61	-0.86
-2.59	0.38	0.27	-0.97	1.87	0.77
-23.24	-8.07	4.24	2.04	2.34	-7.86
-7.77	2.85	2.95	-1.88	0.68	-1.17
6.81	0.06	-4.43	2.96	-2.42	5.87
4.21	-0.51	5.01	-1.14	2.13	-7.24
4.75	3.32	-1.71	1.56	-0.01	-1.47
-2.27	6.25	0.73	-0.25	1.8	0.58
0.56	1.16	1.67	-0.2	1.92	2.24
-0.29	-2.56	2.42	-0.74	0.33	0.63
4.79	2.16	-1.24	1.47	-3.37	-2.93
-1.25	-0.21	2.22	-0.58	1.52	0.66
-3.31	-0.03	2.15	-0.82	1.76	0.35
3.3	-1.36	-0.75	1.76	-0.61	0.27
1.15	-2.95	2.05	1.3	1.03	1.33
-2.29	-1.65	1.41	-0.28	1.62	0.33
1.49	2.01	-1.69	0.69	-0.38	0.49
6.1	-2.31	0.6	-0.95	0.14	-0.16
-2.25	2.71	1.01	-0.87	1.81	0.99
1.57	0.68	0.58	0.05	0.72	3.51
4.33	-0.78	-1.42	0.71	-0.57	1.77
3.35	-0.01	-0.88	0.49	-0.08	1.52
-1.35	-1.09	2.25	0.27	1.56	0.43
7.2	-4.15	-2.79	1.98	-0.58	5.41
1.44	0.48	0.6	0.39	-0.58	-0.12
-0.76	0.49	-1.27	1.4	0.5	3.4
-3.67	-3.3	-1.11	0.11	-0.04	1.32
1.03	-1.29	-1.09	-0.86	1.41	2.6
1.16	-2.27	0.16	-0.07	1.42	2.8
-7.85	-1.31	0.85	-1.17	1.35	-3.27
1.11	1.17	0.64	-0.03	-0.66	-0.55
1.83	1.62	-2.92	2.04	-1.02	1.8
-3.36	-0.33	-2.59	1.78	-0.98	2.39
8.42	-2.35	-3.83	1.57	-1.68	3.03
-1.09	1.35	-1.93	-1.03	-0.39	2.4
-1.9	-3.16	-0.03	-0.18	3.21	6.1
-10.15	-3.87	1.64	-0.35	2.96	1.88
-6.12	-3.74	0.64	0.06	3.67	5.78
-1.92	-5.12	0.1	2.97	-0.3	6.71
6.35	0.07	-3.1	0.65	-4.74	-5.48
2.46	0.67	-1.7	2.73	-1.89	0.29
4.69	3.91	-1.6	1.28	-3.99	-6.45
7.19	3.94	-0.58	-0.2	-0.33	-4.61
2.65	3.83	-1.39	-0.53	-1.06	2.87
-0.28	0.31	1.5	0.62	0.74	-2.36
3.65	0.14	-0.52	2	-2.43	-0.11
-4.94	0.24	1.15	1.79	0.65	0.47
4.24	-0.96	-1.32	1.6	-1.36	4.32
2.32	1.4	-0.78	0.84	-0.34	1.57
-1.59	1.56	-1.08	-1.82	0.08	1.79
1.29	0.91	-0.47	-1.7	-0.23	3.06
-4.19	-0.83	-1.89	1.11	0.01	1.14
10.84	-2.4	-4.17	3.55	-3.12	8.19
-0.59	9.18	4.71	-1.32	3.2	-2.49
1.09	1.33	6.47	0.08	2.19	-0.53
-2.66	-0.93	3.56	-0.01	1.95	-0.29
1.07	-5.7	4.34	1.69	2.23	-2.58
0.3	0.21	1.19	-0.95	0.48	0.21
-2.34	-2.73	3.24	-0.05	1.01	-0.58
3.77	-0.62	-0.56	1.3	-0.91	1.56
-2.38	-0.42	-1.1	3.72	-1.65	-0.51
1.19	0.48	-0.26	1.64	-0.59	1.49
1.02	2.07	-1.98	1.24	-0.79	2.48
4.13	3.94	-1.35	-0.68	-1.59	-0.15
1.53	1.68	2.62	-0.48	0.84	4.31
0.93	1.93	5.94	-1.84	2.91	4.83
0.12	-3.45	6.42	-0.42	4.13	3.14
2.3	0.09	1.18	-0.15	0.9	3.73
-3.05	-0.85	2.49	-3.61	1.38	0.38
2.89	1.9	-3.42	-0.12	-1.04	0.22
0.31	0.13	2.75	-0.92	1.21	4.55
-0.34	0.95	2.85	-1.87	2.06	3.16
3.71	0.1	0.13	-1.54	-0.04	2.65
-0.12	2.98	-0.31	0.24	-0.16	3.37
1.41	1.89	-2.76	0.57	0.6	-2.72
-1.89	-1.27	-0.74	2.23	-0.94	-4.74
1.65	1.4	0.32	1.16	-0.34	2.36
2.87	-0.06	1.15	-1.66	1.43	0
-2.55	2.67	-1.54	2.14	-1	-0.3
-4.78	-1.04	1.6	0.69	1.28	-1.27
0.68	-1.01	1.66	1.07	1.11	0.39
0.58	-2.56	0.67	0.6	0.68	-2.19
-3.03	-0.5	1.67	1.21	1.47	-0.87
2.82	-1.85	0.58	-0.65	0.14	0.18
4.01	1.37	-2.51	0.95	-1.47	1.55
-2.31	2.8	-1.89	0.52	0.93	1.31
1.34	-2.3	-1.62	0.23	-0.68	1.49
-4.04	0.07	-0.7	0.42	-0.5	-0.18
0.86	0	-0.13	0.37	0.38	3.48
1.8	-3.06	2.57	0.17	-0.75	-1.81
3.63	-0.54	1.08	0.59	-0.33	-0.39
2.19	-0.51	-2.15	-0.17	0.22	0.43
2.11	-0.22	1.71	0.41	0.9	1.79
2.9	-2.19	2.29	0.39	0.04	-0.42
2.72	3.06	-2.54	-0.33	-2.44	2.93
3.72	2.09	-1.62	0.3	-1.65	2.56
0.55	1.75	2.79	-1.24	1.62	0.16
3.35	-1.88	-0.04	1.03	0.36	2.9
-1.52	-4.04	-0.5	1.91	-0.05	4.16
3.96	-1.07	0.51	-0.62	1.12	-0.68
1.03	0.72	0.22	-1.37	3.1	2.52
2.26	-2.56	0.38	0.18	2.31	0.54
1.33	1.77	-1.08	0.24	-1.9	0.59
0.73	1.61	0.35	1.42	-0.95	-1.84
2.06	4.71	-4.02	-0.14	-2.11	-0.88
2.36	3.21	-0.83	0.12	-0.3	1.54
-1.14	-3.65	2.35	3.51	1.22	0.98
-5.97	-3.81	5.14	2.95	2.6	-0.16
2.77	2.57	-0.74	-0.37	-2.42	0.01
5.01	-1.39	-2.72	1.27	-2.22	2.7
0.86	-3.77	4.94	1.4	3.25	3.79
6.25	-3.8	1.39	2.12	-0.79	-2.37
-1.7	3.25	1.31	0.37	1.49	0.63
4.99	-1.82	-1.42	1.19	-0.02	1.96
-0.49	-2.59	5.67	0.67	3.47	-2.13
-5.03	-0.43	3.39	0.5	1.66	0.9
4.04	-5.7	0.07	3.26	-0.72	4.84
6.74	4.75	-4.13	-1.02	-2.96	-5.17
4.1	1.19	1.58	0.56	0.66	2.6
7.33	-2.76	0.26	0.07	-2.58	3.77
-4.15	7.61	1.18	-1.11	-0.04	-2.56
5.35	2.49	0.37	-1.63	-0.91	1.47
-3.8	-0.52	2.27	1	1.94	-0.57
2.98	-5.11	1.2	2.81	1.84	0.33
1.32	-2.03	3.84	0.74	1.92	3.98
0.15	-1.36	-1.63	0.87	-0.73	0.14
7.04	0.2	-0.85	-0.31	-2.54	-1.12
4.76	-0.65	1.39	-0.26	-0.37	2.15
0.73	0	0.94	-1.69	-0.36	0.74
-3.07	-2.95	3.44	1.1	2.61	1.82
3.18	-3.66	-1.96	-0.26	-2.97	7.28
-2.46	-5.27	-1.78	1.74	0.45	3.69
-16.08	-5.17	3.53	3.37	5.91	1.84
6.15	-0.78	-3.42	-1.88	-2.99	-0.81
7.13	-3.43	-2.23	0.93	0.31	-5.37
6.1	0.75	-3.25	-0.86	-1.18	1.2
6.16	-1.56	-4.19	-0.76	-3.39	8.92
3.5	-0.75	-4.6	-2.77	-6.8	3.03
-4.08	-5.22	1.92	-1.23	4.1	-0.1
3.45	-4.23	-2.74	-4.07	-1.42	-1.27
4.33	4.52	2.46	-2.53	0.89	-9.04
-2.46	3.71	2.35	0.93	3.34	-5.19
4.77	2.29	-3.19	1.13	-3.21	5.06
-3.49	2.57	-0.44	0.36	3.22	1.66
-1.38	-1.73	-1.87	-0.24	0.64	3.12
-2.79	2.59	-3.49	-0.75	-1.23	6.47
6.12	-6.91	-3.37	-1.74	-1.19	5.5
3.37	5.8	-6.12	-4.28	-1.74	5.64
7.72	5.39	-8.33	-7.6	-5.63	13.22
-4.74	4.42	-1.88	-6.29	4.72	1.92
2.45	18.28	-9.59	-18.65	-0.48	18.2
5.2	-15.32	8.13	11.79	-1.59	-6.83
-6.4	-5.01	7.26	7.66	5.65	-8.39
-4.42	-3.81	4.75	4.13	1.37	-8.98
4.64	9.92	-8.42	-8.31	-2.95	16.6
-2.51	-1.03	8.31	5.83	2.94	-0.05
7.03	-1.03	-1.39	-3.22	1.1	5.73
-5.45	0.19	7.17	2.56	5.53	1.97
-2.76	-2.65	5.71	9.61	3.8	-4.48
-10.72	-0.58	12.3	13.07	8.43	-2.32
1.19	3.26	7.61	1.71	4.79	6.74
3.13	5.48	-5.07	-4.69	-5.03	-25.3
-10.05	2.83	12.47	9.1	9.07	12.57
-7.26	2.33	6.42	3.35	3.92	8.55
7.94	-0.86	-4.67	-3.06	-3.2	-7.9
0.72	3.6	3.36	0.25	1.91	2.21
-1.94	6.57	-1.12	1.6	-1.51	0.38
-2.13	-2.82	5.21	7.42	3.06	5.58
-6.46	2.72	2.31	4.05	6.56	5.53
-9.25	-5.73	1.45	4.99	3.22	11.48
2.46	5.27	-7.65	-2.98	-4.56	-8.47
7.54	-0.3	2.21	-3.73	-1.64	-8.69
1.6	5.16	0.84	0.34	-0.26	0.07
-1.44	1.26	3.44	4.69	2.86	3.75
-2.29	-0.36	2.16	8.07	5.11	6.82
4.24	4.25	1.06	-1.78	0.59	-1.64
-5.2	6.72	3.88	4.56	5.37	7.63
-1.38	-3.01	1.53	2.36	2.44	3.16
-7.21	3.89	-0.05	3.93	2.52	6.03
-8.18	-6.43	-3.85	3.79	-0.99	3.77
0.5	-1.31	3.28	1.36	-1.46	1.9
-10.35	3.08	1.45	3.28	-2.2	9.13
7.84	-4.31	-3.94	-3.39	0.77	-5.58
5.96	2.93	-1.26	-9.22	5.12	-16.33
-5.76	0.61	2.14	6.3	-1.68	9.64
-2.57	0.69	-0.81	-0.97	0.7	1.55
-1.88	-0.94	-1.37	0.84	-0.61	1.17
1.09	0.66	-1.94	1.86	-0.78	1.48
8.22	1.01	1.15	-4.67	1.07	-9.33
6.05	4.82	0.39	-7.01	2.9	-10.7
1.42	1.66	0.11	0.5	-0.39	-1
2.35	4.54	-1.24	-4.14	1.78	-0.24
2.34	2.48	1.53	-2.25	2.14	-0.62
-1.24	0.54	0.17	1.01	0.35	-0.19
6.08	2.71	1.97	-1.35	1.55	3.99
1.35	2.33	1.78	0.19	1.81	1.46
4.29	-2.49	1.6	0.56	0.94	-5.57
2.15	2.45	2.49	-3.66	3.38	2.58
1.4	-0.92	0.88	2.16	-1.23	-1.14
-1.32	2.1	0.27	1.56	-0.98	0.17
-1.83	-2.02	-3.07	3.47	-2.81	-5.38
1.17	-0.38	-0.25	-1.18	0.03	1.5
1.86	2.56	1.18	1.2	-0.39	2.05
-4.06	-2.96	3.24	5.32	-1.66	-2.29
0.08	-1.14	0.97	1.23	-1.47	-1.59
1.6	3.27	0	-1.49	-1.88	5.49
1.43	0.19	-0.22	-0.52	0.49	-1.38
4.54	4.11	1.41	-0.58	-0.22	3.16
3.43	-0.05	-0.22	-1.16	0.46	-2.87
-2.76	-1.17	2.06	2.74	-1.46	3.05
1.89	-0.31	1.54	1.43	-0.05	3.37
-1.97	-1.42	2.04	0.46	1.29	0.41
-2.61	-3.98	0.07	0.97	-0.94	-0.69
3.65	2.78	-0.64	-1	0.3	0.45
0.57	3.28	2.83	0.96	-0.51	2.05
3.92	2.81	-0.79	-1.18	-0.82	0.06
-1.22	-0.89	1.32	-2.05	0.37	2.08
0.49	-0.34	0.71	0.27	-0.6	3.43
-2.02	-1.45	0.42	-0.93	-1.29	-1.39
3.61	0.84	-1.16	-0.76	-1.13	0.35
-0.25	-0.2	0.2	0.22	0.23	0.77
3.04	5.75	1.08	-0.65	-0.45	2.53
-0.3	-0.42	-0.34	-0.51	1.91	-1.84
1.46	3.39	0.6	0.06	-0.4	1.26
0.73	-0.84	2.34	1.8	0.01	0.64
-3.57	-2.85	2.41	1.15	1.46	-3.7
-0.35	-0.24	0.85	1.32	-0.07	1.54
-0.78	-3.63	2.6	1.63	0.9	-2.12
2.03	0.44	-2.06	-1.86	2.09	-3.38
1.84	-1.46	0.08	0.82	0.6	-0.96
3.23	1.98	-0.31	-0.12	0.28	-0.2
1.71	0.71	0.14	0.15	-0.8	-1.03
0.87	-0.82	2.73	-0.72	2.06	0.79
1.4	0.07	-0.68	0.26	0.38	0.24
-1.96	1.29	-0.14	-0.51	-0.71	-1.35
0.68	0.2	-0.97	0.64	-0.65	2.56
3.49	-2.04	-1.45	1.15	1.03	-0.24
3.24	0.4	-0.65	1.58	-1.37	-0.34
-1.96	0.74	-1.05	0.53	0.08	0.51
-3.73	-2.99	-3.71	0.2	-1.13	2.94
